,Brand,model,year,km_driven,fuel,seller_type,transmission,owner,selling_price
799,Toyota,Innova 2.5 GX 8 STR BSIV,2009,347089,Diesel,Dealer,Manual,First Owner,420000
800,Honda,Accord 2.4 AT,2009,40000,Petrol,Individual,Automatic,Third Owner,428000
801,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,2009,192000,Diesel,Individual,Manual,First Owner,450000
802,Honda,Accord 2.4 MT,2009,55000,Petrol,Individual,Manual,Second Owner,450000
803,Toyota,Innova 2.5 V Diesel 8-seater,2009,120000,Diesel,Individual,Manual,Third Owner,500000
804,Ford,Endeavour 2.5L 4X2 MT,2009,105000,Diesel,Individual,Manual,Second Owner,500000
805,Chevrolet,Captiva LT,2009,130000,Diesel,Individual,Manual,First Owner,500000
806,Mahindra,Scorpio SLE BSIII,2009,100000,Diesel,Individual,Manual,First Owner,550000
807,Toyota,Innova 2.5 V Diesel 7-seater,2009,182000,Diesel,Individual,Manual,Third Owner,550000
808,Toyota,Innova 2.5 G4 Diesel 7-seater,2009,190000,Diesel,Individual,Manual,Second Owner,760000
809,Volkswagen,Jetta 1.9 TDI Trendline,2009,140000,Diesel,Individual,Manual,First Owner,940000
810,Toyota,Fortuner 3.0 Diesel,2009,110000,Diesel,Individual,Manual,Second Owner,1100000
811,BMW,5 Series 525d Sedan,2009,45000,Diesel,Individual,Automatic,Third Owner,1200000
812,Audi,Q7 35 TDI Quattro Premium,2009,78000,Diesel,Dealer,Automatic,Third Owner,1250000
813,Audi,A8 L 3.0 TDI quattro,2009,47000,Diesel,Dealer,Automatic,Second Owner,1250000
814,Tata,Nano Lx,2010,90000,Petrol,Individual,Manual,First Owner,40000
815,Tata,Nano Cx BSIII,2010,10000,Petrol,Individual,Manual,First Owner,70000
816,Tata,Nano Lx BSIV,2010,58850,Petrol,Dealer,Manual,First Owner,75000
817,Tata,Indica GLS BS IV,2010,110000,Petrol,Individual,Manual,Second Owner,75000
818,Tata,Nano Lx BSIV,2010,58850,Petrol,Dealer,Manual,First Owner,75000
819,Tata,Indica GLS BS IV,2010,300000,Petrol,Individual,Manual,Third Owner,75000
820,Tata,Indica V2 DLS BSII,2010,100000,Diesel,Individual,Manual,Third Owner,75000
821,Chevrolet,Spark 1.0,2010,80000,Petrol,Individual,Manual,Second Owner,78692
822,Fiat,Punto 1.2 Active,2010,50000,Petrol,Individual,Manual,Second Owner,80000
823,Chevrolet,Spark 1.0,2010,70000,Petrol,Individual,Manual,First Owner,80000
824,Tata,Indica Vista Terra Quadrajet 1.3L BS IV,2010,87000,Diesel,Individual,Manual,First Owner,85000
825,Maruti,Alto Green LXi (CNG),2010,80251,CNG,Dealer,Manual,Second Owner,88000
826,Maruti,Zen Estilo LX BSIV,2010,50000,Petrol,Individual,Manual,Third Owner,90000
827,Tata,Indica GLS BS IV,2010,300000,Petrol,Individual,Manual,Third Owner,90000
828,Tata,Indica Vista Aqua 1.2 Safire BSIV,2010,128000,Petrol,Individual,Manual,First Owner,97000
829,Tata,Indica Vista Aqua 1.2 Safire BSIV,2010,128000,Petrol,Individual,Manual,First Owner,97000
830,Tata,Indica GLS BS IV,2010,70000,Petrol,Individual,Manual,First Owner,99000
831,Chevrolet,Beat LS,2010,60000,Petrol,Individual,Manual,Second Owner,99000
832,Fiat,Punto 1.3 Active,2010,80000,Diesel,Individual,Manual,Second Owner,99000
833,Maruti,Wagon R LXI Minor,2010,60000,Petrol,Individual,Manual,Fourth & Above Owner,100000
834,Maruti,Wagon R LXI Minor,2010,80000,Petrol,Individual,Manual,Second Owner,100000
835,Tata,Indica Vista Aqua 1.4 TDI,2010,120000,Diesel,Individual,Manual,Second Owner,100000
836,Tata,Indica Vista Aura 1.2 Safire,2010,120000,Petrol,Individual,Manual,Second Owner,100000
837,Tata,Indica Vista Terra 1.4 TDI,2010,80000,Diesel,Individual,Manual,First Owner,100000
838,Tata,Indica Vista Terra 1.4 TDI,2010,80000,Diesel,Individual,Manual,First Owner,100000
839,Ford,Figo Diesel Titanium,2010,90000,Diesel,Individual,Manual,Third Owner,105000
840,Hyundai,Getz 1.3 GVS,2010,110000,Petrol,Individual,Manual,First Owner,110000
841,Tata,Indica Vista Aqua 1.3 Quadrajet,2010,110000,Diesel,Individual,Manual,Second Owner,110000
842,Maruti,Alto LX,2010,88000,Petrol,Individual,Manual,Second Owner,110000
843,Maruti,Wagon R LXI BS IV,2010,50000,Petrol,Individual,Manual,First Owner,110000
844,Tata,Manza Aura (ABS) Safire BS IV,2010,77073,Petrol,Individual,Manual,Second Owner,110000
845,Chevrolet,Spark 1.0 PS,2010,73000,Petrol,Individual,Manual,First Owner,110000
846,Tata,Indica Vista Aqua 1.4 TDI,2010,90000,Diesel,Individual,Manual,Second Owner,110000
847,Maruti,Zen Estilo LXI Green (CNG),2010,80000,CNG,Individual,Manual,Fourth & Above Owner,110000
848,Chevrolet,Beat LT,2010,70000,Petrol,Individual,Manual,Second Owner,114999
849,Maruti,Alto K10 2010-2014 VXI,2010,70000,Petrol,Individual,Manual,First Owner,115999
850,Maruti,Alto LXi,2010,90000,Petrol,Individual,Manual,Second Owner,120000
851,Hyundai,Accent Executive,2010,67000,Petrol,Individual,Manual,Third Owner,120000
852,Hyundai,Santro Xing GLS,2010,90000,Petrol,Individual,Manual,Third Owner,120000
853,Maruti,Wagon R Duo Lxi,2010,90000,LPG,Individual,Manual,Second Owner,120000
854,Maruti,Alto LX,2010,90000,Petrol,Individual,Manual,First Owner,120000
855,Tata,Indica Vista Aqua 1.4 TDI,2010,81000,Diesel,Individual,Manual,Second Owner,125000
856,Hyundai,i10 Sportz 1.2,2010,60000,Petrol,Individual,Manual,Third Owner,125000
857,Tata,Indica Vista Aqua 1.4 TDI,2010,81000,Diesel,Individual,Manual,Second Owner,125000
858,Hyundai,Santro Xing GLS CNG,2010,98000,CNG,Individual,Manual,Second Owner,130000
859,Chevrolet,Beat LT,2010,80000,Petrol,Individual,Manual,Second Owner,130000
860,Volkswagen,Polo Diesel Trendline 1.2L,2010,144000,Diesel,Individual,Manual,Fourth & Above Owner,130000
861,Ford,Figo Petrol LXI,2010,110000,Petrol,Individual,Manual,First Owner,130000
862,Maruti,A-Star Vxi,2010,70000,Petrol,Individual,Manual,Second Owner,130000
863,Maruti,Zen Estilo VXI BSIV,2010,50000,Petrol,Individual,Manual,Second Owner,130000
864,Maruti,Zen Estilo VXI BSIV,2010,50000,Petrol,Individual,Manual,Second Owner,130000
865,Chevrolet,Beat LT,2010,80000,Petrol,Individual,Manual,Second Owner,130000
866,Ford,Figo Diesel EXI,2010,100000,Diesel,Individual,Manual,Third Owner,130000
867,Fiat,Punto 1.3 Emotion,2010,210000,Diesel,Individual,Manual,Second Owner,130000
868,Chevrolet,Beat LT,2010,80000,Petrol,Individual,Manual,Second Owner,135000
869,Chevrolet,Aveo U-VA 1.2 LS,2010,60000,Petrol,Individual,Manual,First Owner,140000
870,Maruti,Alto LXi,2010,30000,Petrol,Individual,Manual,First Owner,140000
871,Chevrolet,Aveo 1.6 LT with ABS,2010,120000,Petrol,Individual,Manual,Second Owner,140000
872,Hyundai,Accent Executive CNG,2010,110000,CNG,Individual,Manual,First Owner,140000
873,Hyundai,Accent GLE CNG,2010,90000,CNG,Individual,Manual,Second Owner,145000
874,Hyundai,Accent GLX,2010,110000,Petrol,Individual,Manual,Second Owner,145000
875,Maruti,Zen Estilo LXI Green (CNG),2010,68000,CNG,Individual,Manual,Second Owner,145000
876,Maruti,Ritz VDi,2010,100000,Diesel,Individual,Manual,Second Owner,148000
877,Maruti,Ritz VDi,2010,100000,Diesel,Individual,Manual,Second Owner,148000
878,Maruti,Alto LXi BSIII,2010,40000,Petrol,Individual,Manual,Second Owner,150000
879,Tata,Manza Aura (ABS) Safire BS IV,2010,50000,Petrol,Individual,Manual,Second Owner,150000
880,Hyundai,i10 Magna 1.2,2010,90000,Petrol,Individual,Manual,Second Owner,150000
881,Hyundai,Getz 1.3 GLS,2010,105546,Petrol,Individual,Manual,First Owner,150000
882,Fiat,Grande Punto 1.3 Dynamic (Diesel),2010,63000,Diesel,Individual,Manual,Third Owner,150000
883,Tata,Indigo TDI,2010,100000,Diesel,Individual,Manual,First Owner,150000
884,Tata,Xenon XT EX 4X4,2010,70000,Diesel,Individual,Manual,Second Owner,150000
885,Tata,Indigo CR4,2010,80000,Diesel,Individual,Manual,Second Owner,150000
886,Ford,Fiesta 1.4 ZXi Duratec,2010,110000,Petrol,Individual,Manual,First Owner,150000
887,Tata,Indica Vista Aqua 1.4 TDI,2010,130000,Diesel,Individual,Manual,Second Owner,150000
888,Hyundai,Santro Xing GLS,2010,90000,Petrol,Individual,Manual,Fourth & Above Owner,155000
889,Mahindra,Xylo E4,2010,130000,Diesel,Individual,Manual,First Owner,160000
890,Maruti,Alto LXi,2010,36000,Petrol,Individual,Manual,First Owner,160000
891,Ford,Figo Diesel Titanium,2010,102307,Diesel,Dealer,Manual,First Owner,160000
892,Tata,Indigo LS,2010,102000,Diesel,Individual,Manual,Second Owner,160000
893,Tata,Manza Aura Safire BS IV,2010,60000,Petrol,Individual,Manual,Second Owner,160000
894,Fiat,Punto 1.4 Emotion,2010,100000,Petrol,Individual,Manual,Fourth & Above Owner,165000
895,Tata,Manza Aqua Quadrajet BS IV,2010,80000,Diesel,Individual,Manual,First Owner,165000
896,Ford,Figo Diesel Titanium,2010,90000,Diesel,Individual,Manual,Third Owner,170000
897,Tata,Indica Vista TDI LS,2010,107500,Diesel,Dealer,Manual,First Owner,170000
898,Hyundai,Santro Xing GLS,2010,50000,Petrol,Individual,Manual,Second Owner,170000
899,Maruti,Eeco 5 STR With AC Plus HTR CNG,2010,80000,CNG,Individual,Manual,Fourth & Above Owner,170000
900,Fiat,Linea Emotion,2010,100000,Petrol,Individual,Manual,First Owner,170000
901,Maruti,Wagon R VXI Minor,2010,70000,Petrol,Individual,Manual,First Owner,170000
902,Maruti,Zen Estilo VXI BSIV,2010,52047,Petrol,Individual,Manual,First Owner,175000
903,Chevrolet,Spark 1.0 LS,2010,45000,Petrol,Individual,Manual,Second Owner,175000
904,Chevrolet,Spark 1.0 LS,2010,45000,Petrol,Individual,Manual,Second Owner,175000
905,Maruti,Alto K10 LXI,2010,64000,Petrol,Dealer,Manual,First Owner,175000
906,Skoda,Fabia 1.2L Diesel Ambiente,2010,87000,Diesel,Dealer,Manual,Second Owner,180000
907,Maruti,Swift Vdi BSIII,2010,100000,Diesel,Individual,Manual,Second Owner,180000
908,Tata,New Safari DICOR 2.2 EX 4x2,2010,120000,Diesel,Individual,Manual,Second Owner,180000
909,Maruti,A-Star Vxi,2010,40000,Petrol,Individual,Manual,First Owner,180000
910,Chevrolet,Spark 1.0 LT,2010,15000,Petrol,Individual,Manual,First Owner,180000
911,Hyundai,Verna 1.6 VTVT,2010,38000,Petrol,Dealer,Manual,First Owner,190000
912,Maruti,Alto LXi BSIII,2010,73350,Petrol,Dealer,Manual,First Owner,190000
913,Maruti,Alto LXi BSIII,2010,52000,Petrol,Individual,Manual,Second Owner,190000
914,Hyundai,Verna 1.6 VTVT,2010,38000,Petrol,Dealer,Manual,First Owner,190000
915,Maruti,Wagon R LXI CNG,2010,80000,CNG,Individual,Manual,Second Owner,195000
916,Ford,Figo Diesel Titanium,2010,100000,Diesel,Individual,Manual,Second Owner,200000
917,Tata,Manza Aura Safire,2010,50000,Petrol,Individual,Manual,First Owner,200000
918,Tata,Manza Aura Safire,2010,50000,Petrol,Individual,Manual,First Owner,200000
919,Hyundai,Verna SX Diesel,2010,78000,Diesel,Dealer,Manual,Second Owner,200000
920,Chevrolet,Aveo 1.4 LS,2010,74510,Petrol,Dealer,Manual,First Owner,200000
921,Maruti,Alto K10 2010-2014 VXI,2010,70000,Petrol,Individual,Manual,Third Owner,200000
922,Mahindra,Xylo Celebration Edition BSIV,2010,240000,Diesel,Individual,Manual,Third Owner,200000
923,Tata,Manza Aura (ABS) Quadrajet BS IV,2010,150000,Diesel,Individual,Manual,Second Owner,200000
924,Hyundai,i20 Magna,2010,90000,Petrol,Individual,Manual,Third Owner,210000
925,Hyundai,i10 Sportz 1.2,2010,60000,Petrol,Individual,Manual,Second Owner,210000
926,Maruti,Alto LXi BSIII,2010,25000,Petrol,Individual,Manual,First Owner,210000
927,Hyundai,i10 Sportz 1.2,2010,60000,Petrol,Individual,Manual,Second Owner,210000
928,Tata,New Safari DICOR 2.2 VX 4x2,2010,34500,Diesel,Individual,Manual,First Owner,210000
929,Volkswagen,Polo Petrol Highline 1.2L,2010,45143,Petrol,Dealer,Manual,Second Owner,211000
930,Fiat,Linea T Jet Emotion,2010,90000,Petrol,Individual,Manual,Second Owner,215000
931,Fiat,Linea T Jet Emotion,2010,90000,Petrol,Individual,Manual,Second Owner,215000
932,Tata,Sumo GX TC 8 Str,2010,120000,Diesel,Individual,Manual,Second Owner,220000
933,Hyundai,i20 1.2 Magna,2010,96000,Petrol,Individual,Manual,Third Owner,220000
934,Maruti,Wagon R LXI,2010,51000,Petrol,Dealer,Manual,First Owner,221000
935,Fiat,Linea 1.3 Emotion,2010,65000,Diesel,Dealer,Manual,First Owner,221000
936,Maruti,Wagon R LXI BS IV,2010,70000,Petrol,Individual,Manual,First Owner,222000
937,Maruti,Wagon R LXI BS IV,2010,70000,Petrol,Individual,Manual,First Owner,222000
938,Maruti,Alto K10 2010-2014 VXI,2010,80000,Petrol,Individual,Manual,Second Owner,225000
939,Hyundai,i10 Magna 1.2,2010,60000,Petrol,Individual,Manual,Second Owner,225000
940,Maruti,Wagon R LXI Minor,2010,100000,Petrol,Individual,Manual,Second Owner,225000
941,Hyundai,Verna Transform CRDi VGT ABS,2010,120000,Diesel,Individual,Manual,Second Owner,229999
942,Maruti,Alto K10 LXI,2010,48500,Petrol,Individual,Manual,First Owner,229999
943,Maruti,Swift Vdi BSIII,2010,120000,Diesel,Individual,Manual,Second Owner,229999
944,Hyundai,Verna Transform VTVT,2010,70000,Petrol,Individual,Manual,First Owner,229999
945,Chevrolet,Cruze LTZ,2010,81925,Diesel,Individual,Manual,First Owner,240000
946,Maruti,Wagon R Duo Lxi,2010,50000,LPG,Dealer,Manual,First Owner,240000
947,Maruti,Wagon R VXI BS IV,2010,50000,Petrol,Individual,Manual,Second Owner,240000
948,Maruti,Wagon R VXI BS IV,2010,50000,Petrol,Individual,Manual,Second Owner,240000
949,Hyundai,i10 Sportz 1.2,2010,63000,Petrol,Individual,Manual,Second Owner,248000
950,Hyundai,i20 Sportz Petrol,2010,40000,Petrol,Individual,Manual,First Owner,250000
951,Tata,New Safari DICOR 2.2 EX 4x2,2010,120000,Diesel,Individual,Manual,Second Owner,250000
952,Volkswagen,Jetta 1.9 L TDI,2010,100000,Diesel,Dealer,Manual,First Owner,250000
953,Mahindra,Bolero SLX 2WD,2010,190000,Diesel,Individual,Manual,Fourth & Above Owner,250000
954,Maruti,SX4 Vxi BSIV,2010,70000,Petrol,Individual,Manual,First Owner,250000
955,Tata,New Safari DICOR 2.2 EX 4x2,2010,80000,Diesel,Individual,Manual,First Owner,250000
956,Tata,Indigo LS,2010,96000,Diesel,Individual,Manual,Second Owner,250000
957,Hyundai,i20 1.2 Era,2010,34500,Petrol,Individual,Manual,Second Owner,250000
958,Maruti,Swift Dzire VDi,2010,110000,Diesel,Individual,Manual,Second Owner,250000
959,Maruti,SX4 Vxi BSIV,2010,70000,Petrol,Individual,Manual,First Owner,250000
960,Hyundai,i20 Magna,2010,55000,Petrol,Individual,Manual,First Owner,250000
961,Tata,Indica Vista Aura 1.3 Quadrajet BSIV,2010,80000,Diesel,Individual,Manual,Second Owner,250000
962,Hyundai,i20 Sportz Petrol,2010,40000,Petrol,Individual,Manual,First Owner,250000
963,Hyundai,i20 Magna,2010,40000,Petrol,Individual,Manual,First Owner,250000
964,Toyota,Corolla Altis Diesel D4DG,2010,120000,Diesel,Individual,Manual,First Owner,250000
965,Maruti,Swift Dzire LDi,2010,110000,Diesel,Individual,Manual,Third Owner,250000
966,Hyundai,i10 Sportz 1.2,2010,100000,Petrol,Individual,Manual,Second Owner,250000
967,Hyundai,i10 Sportz 1.2,2010,110000,Petrol,Individual,Manual,Second Owner,250000
968,Honda,City 1.5 S MT,2010,90000,Petrol,Individual,Manual,Second Owner,254999
969,Honda,City 1.5 S MT,2010,90000,Petrol,Individual,Manual,Second Owner,254999
970,Maruti,Wagon R VXI Minor ABS,2010,50000,Petrol,Individual,Manual,First Owner,260000
971,Skoda,Fabia 1.2L Diesel Ambiente,2010,150000,Diesel,Individual,Manual,First Owner,260000
972,Maruti,Wagon R VXI Minor ABS,2010,50000,Petrol,Individual,Manual,First Owner,260000
973,Maruti,Swift 1.3 VXi,2010,50000,Petrol,Individual,Manual,First Owner,260000
974,Hyundai,i20 Asta,2010,47564,Petrol,Dealer,Manual,Second Owner,265000
975,Maruti,Ritz VXi,2010,42000,Petrol,Individual,Manual,First Owner,265000
976,Hyundai,i20 Asta,2010,110000,Petrol,Individual,Manual,Second Owner,270000
977,Hyundai,i20 Magna,2010,60000,Petrol,Individual,Manual,Third Owner,270000
978,Hyundai,i20 Asta,2010,110000,Petrol,Individual,Manual,Second Owner,270000
979,Ford,Figo Petrol Titanium,2010,70000,Petrol,Individual,Manual,First Owner,275000
980,Chevrolet,Tavera Neo LS B3 - 7(C) seats BSIII,2010,350000,Diesel,Individual,Manual,Second Owner,280000
981,Maruti,Swift Ldi BSIV,2010,149500,Diesel,Individual,Manual,Third Owner,280000
982,Hyundai,Verna CRDi SX,2010,120000,Diesel,Individual,Manual,Second Owner,280000
983,Honda,Jazz Select Edition Active,2010,60000,Petrol,Dealer,Manual,Second Owner,285000
984,Fiat,Punto 1.3 Emotion,2010,75000,Diesel,Individual,Manual,Third Owner,285000
985,Volkswagen,Jetta 1.9 Highline TDI,2010,87620,Diesel,Dealer,Automatic,First Owner,290000
986,Volkswagen,Jetta 1.9 Highline TDI,2010,87620,Diesel,Dealer,Automatic,First Owner,290000
987,Chevrolet,Tavera Neo 3 10 Seats BSIV,2010,120000,Diesel,Individual,Manual,Third Owner,300000
988,Maruti,Swift Vdi BSIII,2010,110000,Diesel,Individual,Manual,Second Owner,300000
989,Skoda,Superb 1.8 TFSI MT,2010,80000,Petrol,Individual,Manual,First Owner,300000
990,Tata,New Safari DICOR 2.2 EX 4x2,2010,250000,Diesel,Individual,Manual,Second Owner,300000
991,Ford,Fiesta 1.6 Duratec S,2010,70000,Petrol,Individual,Manual,Second Owner,300000
992,Skoda,Superb 1.8 TFSI MT,2010,80000,Petrol,Individual,Manual,First Owner,300000
993,Skoda,Laura Ambiente 2.0 TDI CR MT,2010,100000,Diesel,Individual,Manual,Second Owner,300000
994,Mahindra,Bolero DI,2010,100000,Diesel,Individual,Manual,First Owner,300000
995,Mahindra,Xylo D2,2010,70000,Diesel,Individual,Manual,First Owner,300000
996,Hyundai,Verna CRDi SX,2010,130000,Diesel,Individual,Manual,Second Owner,300000
997,Maruti,Swift Dzire VDi,2010,120000,Diesel,Individual,Manual,Third Owner,300000
998,Maruti,Swift Vdi BSIII,2010,100000,Diesel,Individual,Manual,Third Owner,310000
999,Mahindra,Xylo D4,2010,90000,Diesel,Individual,Manual,Third Owner,320000
1000,Maruti,Swift VDI BSIV,2010,110000,Diesel,Individual,Manual,Fourth & Above Owner,320000
1001,Toyota,Innova 2.0 VX 7 Seater,2010,120000,Petrol,Individual,Manual,Third Owner,320000
1002,Chevrolet,Cruze LTZ,2010,60000,Diesel,Individual,Manual,Third Owner,320000
1003,Ford,Figo Titanium Diesel BSIV,2010,86017,Diesel,Dealer,Manual,Second Owner,325000
1004,Hyundai,Verna Transform CRDi VGT SX ABS,2010,135000,Diesel,Individual,Manual,First Owner,325000
1005,Maruti,Swift Vdi BSIII,2010,79357,Diesel,Dealer,Manual,First Owner,325000
1006,Mahindra,Xylo E4 8S,2010,120000,Diesel,Individual,Manual,Third Owner,325000
1007,Chevrolet,Cruze LTZ,2010,124000,Diesel,Individual,Manual,Second Owner,330000
1008,Honda,City VX MT,2010,48781,Petrol,Dealer,Manual,First Owner,350000
1009,Toyota,Corolla Altis 1.8 VL AT,2010,80000,Petrol,Individual,Automatic,Third Owner,350000
1010,Volkswagen,Polo Diesel Comfortline 1.2L,2010,110000,Diesel,Individual,Manual,Second Owner,350000
1011,Honda,City 1.5 V MT,2010,115000,Petrol,Individual,Manual,Second Owner,350000
1012,Mahindra,Bolero SLE,2010,90000,Diesel,Individual,Manual,Second Owner,350000
1013,Mahindra,Scorpio VLS AT 2.2 mHAWK,2010,186000,Diesel,Individual,Automatic,Second Owner,350000
1014,Toyota,Corolla Altis 1.8 VL AT,2010,80000,Petrol,Individual,Automatic,Third Owner,350000
1015,Honda,City VX MT,2010,48781,Petrol,Dealer,Manual,First Owner,350000
1016,Tata,New Safari DICOR 2.2 EX 4x2,2010,100000,Diesel,Individual,Manual,First Owner,350000
1017,Skoda,Laura 1.9 TDI MT Ambiente,2010,160000,Diesel,Individual,Manual,First Owner,360000
1018,Maruti,Swift Dzire VXi,2010,97000,Petrol,Individual,Manual,Second Owner,370000
1019,Mahindra,Scorpio VLS AT 2.2 mHAWK,2010,195000,Diesel,Individual,Automatic,Second Owner,380000
1020,Mahindra,Xylo E8,2010,72000,Diesel,Individual,Manual,Second Owner,380000
1021,Mahindra,Scorpio LX,2010,110000,Diesel,Individual,Manual,Third Owner,385000
1022,Mahindra,Bolero SLX,2010,50000,Diesel,Individual,Manual,First Owner,400000
1023,Skoda,Laura Elegance 1.9 TDI  AT,2010,130000,Diesel,Individual,Automatic,Second Owner,400000
1024,Mahindra,Scorpio SLE BSIII,2010,185000,Diesel,Individual,Manual,First Owner,400000
1025,Skoda,Superb 1.8 TFSI MT,2010,80000,Petrol,Individual,Manual,Second Owner,400000
1026,Hyundai,i10 Magna 1.2,2010,50000,Petrol,Individual,Manual,First Owner,400000
1027,Honda,City 1.5 E MT,2010,50000,Petrol,Individual,Manual,First Owner,400000
1028,Toyota,Innova 2.5 EV Diesel MS 7 Str BSIII,2010,120000,Diesel,Individual,Manual,First Owner,400000
1029,Toyota,Innova 2.5 EV Diesel MS 7 Str BSIII,2010,120000,Diesel,Individual,Manual,First Owner,400000
1030,Honda,City 1.5 S MT,2010,60000,Petrol,Individual,Manual,First Owner,409999
1031,Mahindra,Scorpio VLX 2WD BSIV,2010,100000,Diesel,Individual,Manual,Third Owner,420000
1032,Toyota,Innova 2.5 G3,2010,120000,Diesel,Individual,Manual,Third Owner,450000
1033,Toyota,Innova 2.5 GX (Diesel) 7 Seater BS IV,2010,150000,Diesel,Individual,Manual,Second Owner,450000
1034,Volkswagen,Passat 1.8 TSI MT,2010,80000,Petrol,Individual,Manual,Second Owner,480000
1035,Mahindra,Scorpio M2DI,2010,90000,Diesel,Individual,Manual,First Owner,480000
1036,Hyundai,Sonata CRDi M/T,2010,100000,Diesel,Individual,Manual,First Owner,600000
1037,Nissan,X-Trail SLX MT,2010,110000,Diesel,Individual,Manual,Second Owner,600000
1038,Toyota,Innova 2.5 V Diesel 8-seater,2010,200000,Diesel,Individual,Manual,Third Owner,630000
1039,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,2010,163000,Diesel,Individual,Manual,Fourth & Above Owner,700000
1040,Toyota,Innova 2.5 VX (Diesel) 7 Seater BS IV,2010,120000,Diesel,Individual,Manual,Second Owner,819999
1041,Mercedes-Benz,E-Class E 200 CGI Elegance,2010,119000,Petrol,Dealer,Automatic,First Owner,850000
1042,Audi,A6 2.7 TDI,2010,46000,Diesel,Individual,Automatic,First Owner,850000
1043,Toyota,Fortuner 3.0 Diesel,2010,180000,Diesel,Individual,Manual,First Owner,1000000
1044,Audi,Q5 2.0 TFSI Quattro,2010,110000,Petrol,Individual,Automatic,First Owner,1100000
1045,Toyota,Fortuner 3.0 Diesel,2010,205000,Diesel,Individual,Manual,Second Owner,1250000
1046,Jaguar,XJ 5.0 L V8 Supercharged,2010,40000,Petrol,Individual,Automatic,Second Owner,2550000
1047,Land,Rover Range Rover 4.4 Diesel LWB Vogue SE,2010,100000,Diesel,Dealer,Automatic,First Owner,4200000
1048,Tata,Nano Std,2011,19000,Petrol,Individual,Manual,First Owner,40000
1049,Tata,Nano Lx,2011,40000,Petrol,Individual,Manual,First Owner,60000
1050,Tata,Nano Lx BSIII,2011,60000,Petrol,Individual,Manual,Second Owner,65000
1051,Tata,Nano Lx,2011,15000,Petrol,Individual,Manual,First Owner,75000
1052,Tata,Nano Cx BSIV,2011,9528,Petrol,Dealer,Manual,First Owner,75000
1053,Tata,Indigo GLS,2011,62000,Petrol,Individual,Manual,Second Owner,80000
1054,Tata,Indica Vista Aqua 1.4 TDI,2011,54000,Diesel,Individual,Manual,First Owner,90000
1055,Tata,Indica Vista Terra 1.4 TDI,2011,80000,Diesel,Individual,Manual,First Owner,90000
1056,Chevrolet,Beat Diesel LS,2011,70000,Diesel,Individual,Manual,First Owner,95000
1057,Tata,Indigo CS LE (TDI) BS-III,2011,115000,Diesel,Individual,Manual,Fourth & Above Owner,95000
1058,Chevrolet,Spark 1.0 LS,2011,100000,Petrol,Individual,Manual,Third Owner,99000
1059,Chevrolet,Beat Diesel LS,2011,50000,Diesel,Individual,Manual,First Owner,106000
1060,Maruti,Alto LX,2011,60000,Petrol,Individual,Manual,Third Owner,114999
1061,Tata,Indica Vista Aqua TDI BSIII,2011,70000,Diesel,Individual,Manual,First Owner,120000
1062,Chevrolet,Beat LT,2011,90000,Petrol,Individual,Manual,Second Owner,120000
1063,Tata,Indica Vista TDI LS,2011,120000,Diesel,Individual,Manual,Second Owner,120000
1064,Ford,Figo Petrol Titanium,2011,60000,Petrol,Individual,Manual,Third Owner,120000
1065,Tata,Nano Lx,2011,20000,Petrol,Individual,Manual,First Owner,120000
1066,Tata,Nano Lx,2011,20000,Petrol,Individual,Manual,First Owner,120000
1067,Tata,Nano Lx,2011,20000,Petrol,Individual,Manual,First Owner,120000
1068,Tata,Nano Lx,2011,20000,Petrol,Individual,Manual,First Owner,120000
1069,Tata,Indica Vista Aqua TDI BSIII,2011,70000,Diesel,Individual,Manual,First Owner,120000
1070,Chevrolet,Spark 1.0 LS,2011,60000,Petrol,Individual,Manual,Third Owner,125000
1071,Tata,Indica Vista TDI LX,2011,120000,Diesel,Individual,Manual,Second Owner,125000
1072,Chevrolet,Beat Diesel LT,2011,80000,Diesel,Individual,Manual,Second Owner,130000
1073,Tata,Indigo CR4,2011,90000,Diesel,Individual,Manual,First Owner,130000
1074,Chevrolet,Spark 1.0 LT,2011,68519,Petrol,Dealer,Manual,First Owner,130000
1075,Chevrolet,Beat Diesel LT,2011,80000,Diesel,Individual,Manual,Second Owner,130000
1076,Tata,Indica Vista Quadrajet LX,2011,80000,Diesel,Individual,Manual,First Owner,133000
1077,Tata,Indica Vista Quadrajet LX,2011,80000,Diesel,Individual,Manual,First Owner,133000
1078,Maruti,Alto LX,2011,50000,Petrol,Individual,Manual,First Owner,135000
1079,Maruti,Alto K10 2010-2014 VXI,2011,90000,Petrol,Individual,Manual,First Owner,135000
1080,Maruti,Alto LXi,2011,78000,Petrol,Individual,Manual,First Owner,135000
1081,Maruti,Alto LX,2011,50000,Petrol,Individual,Manual,First Owner,135000
1082,Nissan,Micra Diesel XV Premium,2011,90000,Diesel,Individual,Manual,Second Owner,138000
1083,Tata,Indigo LX,2011,60000,Diesel,Individual,Manual,Second Owner,140000
1084,Tata,Indica Vista Terra Quadrajet 1.3L,2011,90000,Diesel,Individual,Manual,Third Owner,140000
1085,Ford,Figo Diesel EXI,2011,90000,Diesel,Individual,Manual,Third Owner,140000
1086,Tata,Indigo LX,2011,60000,Diesel,Individual,Manual,Second Owner,140000
